132	1	3394
133	2	3127
134	0	2231
134	1	1901
135	2	3421
136	0	1304
136	1	443
137	0	3121
137	1	361
138	2	3290
139	2	1626
140	0	1408
140	1	361
141	2	2992
142	2	1701
143	0	1835
143	1	2939
144	0	477
144	1	2060
145	2	1046
146	0	1408
146	1	2106
147	2	1966
148	2	329
149	0	2237
149	1	2939
150	2	1184
151	0	570
151	1	814
152	2	643
153	2	2327
154	0	1657
154	1	1450
155	0	1408
155	1	3319
156	0	1408
156	1	1322
157	0	1470
157	1	249
158	0	2932
158	1	1527
159	2	310
160	0	3303
160	1	1450
161	0	3460
161	1	3394
162	0	2231
162	1	1039
163	2	3181
164	0	626
164	1	1450
165	0	1535
165	1	1772
166	0	2231
166	1	1745
167	0	1487
167	1	3394
168	0	1895
168	1	1323
169	2	1635
170	0	2231
170	1	273
171	2	1343
172	0	1408
172	1	1170
173	0	3121
173	1	2723
174	0	925
174	1	2445
175	2	2512
176	2	2896
177	0	3411
177	1	1450
178	2	890
179	2	1446
180	0	1408
180	1	3113
181	2	499
182	2	2696
183	2	95
184	0	3338
184	1	814
185	0	2932
185	1	1039
186	0	921
186	1	2432
187	0	1536
187	1	3477
188	0	1695
188	1	1450
189	0	1408
189	1	3465
190	0	3121
190	1	2415
191	2	670
192	2	618
193	0	1535
193	1	1039
194	0	2483
194	1	443
195	0	2231
195	1	2432
196	2	635
197	2	1990
198	2	136
199	2	1769
200	0	1485
200	1	185
201	2	388
202	2	3165
203	2	1454
204	0	925
204	1	2432
205	2	1977
206	0	204
206	1	2060
207	2	641
208	2	180
209	0	2237
209	1	109
210	2	2059
211	2	1215
212	2	2839
213	0	3197
213	1	1450
214	0	204
214	1	814
215	0	2231
215	1	2423
216	0	200
216	1	273
217	2	2341
218	2	1636
219	2	20
220	0	549
220	1	2823
221	0	2231
221	1	2517
222	2	1026
223	0	3121
223	1	943
224	2	1157
225	0	3140
225	1	1450
226	2	647
227	2	377
228	0	2951
228	1	443
229	0	549
229	1	249
230	0	477
230	1	2782
231	2	1779
232	2	503
233	0	1470
233	1	2356
234	2	1128
235	0	1408
235	1	501
236	2	3151
237	0	2231
237	1	1322
238	0	925
238	1	1929
239	2	396
240	2	1431
241	0	1695
241	1	443
242	0	3338
242	1	3420
243	0	549
243	1	3420
244	0	477
244	1	2356
245	2	1038
246	0	2231
246	1	3319
247	0	549
247	1	1621
248	2	3115
249	2	1961
250	0	1535
250	1	273
251	0	2237
251	1	443
252	0	602
252	1	443
253	0	1470
253	1	3420
254	0	462
254	1	3394
255	0	3018
255	1	1772
256	0	1624
256	1	273
257	0	2932
257	1	548
258	2	2972
259	0	477
259	1	2508
260	0	477
260	1	943
261	2	2719
262	0	3121
262	1	2823
263	0	1558
263	1	1450
264	2	1130
265	0	880
265	1	1450
266	0	2625
266	1	3394
267	0	2855
267	1	1455
268	2	2491
269	0	1470
269	1	273
270	2	1808
271	2	2803
272	2	1881
273	0	3018
273	1	2477
274	2	220
275	2	1240
276	2	753
277	2	2165
278	2	1623
279	0	3411
279	1	2939
280	2	1831
281	2	1211
282	0	1408
282	1	1323
283	0	2231
283	1	151
284	0	1408
284	1	164
285	2	3378
286	2	1041
287	0	3121
287	1	3477
288	2	419
289	2	3070
290	2	2616
291	0	2518
291	1	185
292	2	2584
293	0	2932
293	1	1901
294	2	2824
295	2	1145
296	2	2899
297	0	1729
297	1	443
298	0	884
298	1	2508
299	0	305
299	1	273
300	0	3303
300	1	2782
301	0	3460
301	1	1039
302	2	2599
303	2	504
304	0	477
304	1	2823
305	0	2518
305	1	3394
306	0	3460
306	1	3319
307	0	925
307	1	6
308	0	2237
308	1	1772
309	0	1895
309	1	443
310	2	3435
311	0	884
311	1	2517
312	0	1408
312	1	1756
313	2	967
314	2	3376
315	2	39
316	0	884
316	1	2060
317	0	2932
317	1	1450
318	2	1103
319	0	1171
319	1	443
320	0	2951
320	1	1450
321	2	2964
322	2	2091
323	2	2589
324	0	305
324	1	443
325	0	2483
325	1	1450
326	0	3140
326	1	443
327	2	2050
328	0	2932
328	1	1929
329	0	1540
329	1	273
330	0	925
330	1	443
331	2	1259
332	0	2231
332	1	2723
333	2	303
334	0	1624
334	1	2508
335	0	3121
335	1	2782
336	0	1470
336	1	2508
337	0	1248
337	1	1345
338	2	894
339	2	3081
340	0	3411
340	1	1772
341	0	2686
341	1	443
342	2	73
343	0	3121
343	1	1170
344	0	986
344	1	3394
345	0	549
345	1	2477
346	2	2652
347	0	3460
347	1	3477
348	0	3097
348	1	273
349	0	1520
349	1	3078
350	2	3403
351	2	1367
352	2	2374
353	2	1164
354	0	3097
354	1	2060
355	2	5
356	2	580
357	0	1487
357	1	2356
358	2	1173
359	2	1082
360	0	477
360	1	109
361	2	2404
362	0	159
362	1	3078
363	0	1408
363	1	2331
364	0	1408
364	1	13
365	0	3411
365	1	151
366	2	1757
367	2	537
368	0	2237
368	1	1450
369	2	733
370	0	1470
370	1	361
371	2	2706
372	0	1408
372	1	1521
373	0	1535
373	1	2477
374	0	3097
374	1	814
375	2	1191
376	2	3297
377	0	2629
377	1	1455
378	2	2346
379	0	3097
379	1	109
380	0	2231
380	1	1323
381	2	1856
382	0	1408
382	1	2117
383	0	3338
383	1	2415
384	0	1470
384	1	2939
385	0	2231
385	1	13
386	2	190
387	2	1463
388	2	777
389	0	1535
389	1	3167
390	0	477
390	1	1745
391	0	1470
391	1	3167
392	0	2074
392	1	2060
393	2	2206
394	0	549
394	1	3167
395	2	940
396	0	1487
396	1	47
397	0	305
397	1	2415
398	0	3303
398	1	109
399	0	3411
399	1	2477
400	0	1178
400	1	185
401	0	3121
401	1	201
402	2	622
403	2	2203
404	2	2991
405	2	754
406	2	3053
407	0	1487
407	1	1350
408	0	2629
408	1	2445
409	0	3226
409	1	3420
410	0	2932
410	1	1111
411	2	2879
412	2	43
413	2	1127
414	0	2932
414	1	127
415	0	3121
415	1	3420
416	0	2610
416	1	2060
417	2	1496
418	2	1775
419	2	2804
420	0	2855
420	1	6
421	2	3242
422	2	418
423	2	2082
424	0	1408
424	1	1660
425	0	3338
425	1	2106
426	2	830
427	2	3454
428	0	3460
428	1	1772
429	2	489
430	0	1535
430	1	2939
431	2	2923
432	2	1852
433	0	3338
433	1	1901
434	2	1040
435	0	18
435	1	151
436	0	2237
436	1	3394
437	2	2791
438	0	1408
438	1	103
439	0	1624
439	1	185
440	2	1467
441	0	1894
441	1	2939
442	0	2932
442	1	361
443	0	1535
443	1	2415
444	0	3097
444	1	3078
445	0	2237
445	1	1412
446	0	2237
446	1	2432
447	2	2913
448	2	63
449	2	1196
450	0	1408
450	1	924
451	2	2570
452	0	1171
452	1	109
453	0	1955
453	1	943
454	2	239
455	2	0
456	0	1487
456	1	109
457	0	889
457	1	205
458	2	2604
459	0	549
459	1	1660
460	0	477
460	1	201
461	2	1606
462	2	325
463	0	884
463	1	1039
464	0	1624
464	1	1527
465	0	3460
465	1	1170
466	2	219
467	0	3197
467	1	443
468	0	2231
468	1	1626
469	2	892
470	0	1536
470	1	1901
471	0	1408
471	1	76
472	0	18
472	1	1039
473	0	626
473	1	443
474	0	2237
474	1	273
475	2	3052
476	2	2795
477	2	3141
478	0	3132
478	1	3394
479	0	1487
479	1	1450
480	0	547
480	1	109
481	0	1408
481	1	813
482	0	3338
482	1	2356
483	0	3460
483	1	2098
484	2	3118
485	2	3339
486	0	477
486	1	2423
487	2	1653
488	2	2828
489	2	1244
490	0	1874
490	1	1929
491	2	1720
492	0	1408
492	1	201
493	0	3018
493	1	1322
494	2	3168
495	0	3460
495	1	2106
496	2	2080
497	0	2237
497	1	1039
498	2	826
499	0	2932
499	1	2098
500	2	1580
501	0	626
501	1	3078
502	2	1982
503	2	287
504	2	2424
505	2	54
506	2	737
507	2	3234
508	2	2352
509	0	18
509	1	273
510	0	204
510	1	185
511	0	3411
511	1	2465
512	0	3140
512	1	1772
513	0	2231
513	1	813
514	0	2625
514	1	2415
515	2	1003
516	2	2175
517	2	1033
518	2	3173
519	0	3460
519	1	372
520	0	3460
520	1	1986
521	2	2367
522	2	1574
523	2	3074
524	2	2149
525	0	1578
525	1	1527
526	2	2276
527	2	444
528	0	3460
528	1	1111
529	0	3372
529	1	3167
530	2	2771
531	2	2035
532	2	2392
533	2	3392
534	0	921
534	1	1527
535	0	2629
535	1	2432
536	0	293
536	1	109
537	0	626
537	1	249
538	0	3097
538	1	249
539	0	468
539	1	2415
540	0	1248
540	1	361
541	2	2919
542	0	1874
542	1	109
543	0	2932
543	1	989
544	0	3121
544	1	2331
545	0	3097
545	1	2415
546	0	3411
546	1	273
547	2	1938
548	2	831
549	0	3338
549	1	3113
550	2	973
551	2	1406
552	0	2231
552	1	2242
553	2	1987
554	2	852
555	0	1248
555	1	3420
556	2	1631
557	2	505
558	0	1835
558	1	2415
559	0	3338
559	1	2423
560	0	1624
560	1	249
561	0	1485
561	1	1350
562	2	2770
563	0	2237
563	1	1350
564	2	87
565	2	2780
566	0	1520
566	1	2432
567	2	2737
568	2	1148
569	2	760
570	2	941
571	2	1691
572	2	1806
573	2	1027
574	2	1939
575	2	298
576	0	1535
576	1	2356
577	2	1262
578	0	2518
578	1	109
579	0	1520
579	1	3167
580	0	1895
580	1	3492
581	0	1884
581	1	1772
582	2	2525
583	2	599
584	2	1543
585	2	197
586	0	1485
586	1	3078
587	2	1686
588	0	1304
588	1	3078
589	0	1894
589	1	3394
590	2	3457
591	0	2501
591	1	443
592	2	1760
593	0	18
593	1	2415
594	0	477
594	1	2148
595	2	2874
596	2	3200
597	2	1478
598	2	157
599	0	1408
599	1	1026
600	0	2932
600	1	712
601	2	2330
602	0	1485
602	1	624
603	0	3097
603	1	501
604	0	477
604	1	2106
605	0	2231
605	1	924
606	2	1379
607	0	1884
607	1	2939
608	2	2443
609	2	1395
610	2	1802
611	2	1696
612	2	2536
613	0	1485
613	1	47
614	2	3153
615	0	3138
615	1	2508
616	0	3109
616	1	1450
617	0	1408
617	1	934
618	2	2421
619	0	2932
619	1	2331
620	0	2932
620	1	1745
621	2	2694
622	2	1871
623	0	3121
623	1	548
624	0	3460
624	1	1798
625	2	2934
626	0	18
626	1	2477
627	0	3097
627	1	1412
628	0	3411
628	1	3420
629	0	1470
629	1	1350
630	0	2518
630	1	151
631	2	1697
632	2	2863
633	0	1408
633	1	2960
634	2	3227
635	2	1753
636	2	2216
637	0	626
637	1	2508
638	0	66
638	1	1829
639	0	477
639	1	3394
640	0	477
640	1	2723
641	0	477
641	1	3167
642	0	570
642	1	249
643	2	2533
644	0	1408
644	1	635
645	0	1624
645	1	2356
646	2	695
647	2	2788
648	0	2932
648	1	1350
649	0	2932
649	1	624
650	0	2932
650	1	1269
651	0	3121
651	1	164
652	0	3303
652	1	2432
653	0	3460
653	1	2023
654	0	986
654	1	109
655	0	18
655	1	185
656	0	3140
656	1	2939
657	2	2315
658	0	209
658	1	1288
659	0	3033
659	1	2939
660	2	1362
661	2	835
662	2	1188
663	0	1884
663	1	2477
664	0	547
664	1	2782
665	0	1408
665	1	58
666	0	2081
666	1	1450
667	0	2932
667	1	1521
668	0	1535
668	1	2465
669	0	626
669	1	109
670	0	2518
670	1	2477
671	0	1895
671	1	2148
672	2	2514
673	2	509
674	0	570
674	1	1772
675	2	3107
676	2	2663
677	2	2455
678	0	3018
678	1	2356
679	0	2932
679	1	943
680	2	416
681	0	3460
681	1	103
682	2	1692
683	2	357
684	2	1645
685	2	1253
686	2	2588
687	2	58
688	0	1408
688	1	48
689	0	1397
689	1	2432
690	0	1894
690	1	1772
691	0	1219
691	1	2939
692	2	2224
693	2	1791
694	2	2534
695	2	2764
696	0	3411
696	1	1745
697	0	477
697	1	1039
698	0	477
698	1	3455
699	0	456
699	1	1450
700	0	1470
700	1	1345
701	0	1248
701	1	2060
702	2	2880
703	2	648
704	2	2888
705	0	547
705	1	814
706	2	3494
707	2	1308
708	0	1160
708	1	443
709	2	1553
710	2	2230
711	0	1008
711	1	372
712	0	18
712	1	1527
713	0	3411
713	1	2823
714	2	1258
715	2	2906
716	0	1248
716	1	185
717	0	1248
717	1	1772
718	2	2805
719	0	1487
719	1	3420
720	0	1835
720	1	1527
721	0	1624
721	1	3175
722	2	3292
723	0	2932
723	1	563
724	0	1540
724	1	3394
725	0	1540
725	1	151
726	0	18
726	1	2508
727	0	1485
727	1	2415
728	2	1074
729	2	3147
730	0	3097
730	1	2823
731	0	477
731	1	1269
732	2	423
733	0	2231
733	1	1350
734	2	1571
735	2	2597
736	0	1487
736	1	1929
737	0	921
737	1	1660
738	2	992
739	2	2595
740	0	925
740	1	1527
741	0	549
741	1	3455
742	2	2691
743	0	2487
743	1	185
744	0	3114
744	1	109
745	2	1004
746	0	983
746	1	443
747	2	1011
748	2	2850
749	2	289
750	2	896
751	0	1408
751	1	1269
752	2	539
753	0	2932
753	1	1112
754	2	1564
755	0	3121
755	1	1322
756	2	2809
757	0	3460
757	1	2736
758	0	3473
758	1	443
759	0	2501
759	1	164
760	2	3344
761	2	1102
762	2	280
763	0	1955
763	1	2477
764	0	549
764	1	1490
765	0	1578
765	1	2415
766	0	2231
766	1	1053
767	0	3138
767	1	185
768	2	1120
769	0	1248
769	1	2723
770	0	1248
770	1	109
771	2	2494
772	2	2952
773	2	2155
774	2	49
775	2	3304
776	0	884
776	1	372
777	0	3338
777	1	3078
778	0	1624
778	1	2432
779	2	1705
780	0	3303
780	1	151
781	0	3460
781	1	2426
782	2	1293
783	2	1909
784	0	1485
784	1	2508
785	0	66
785	1	1829
786	0	66
786	1	1829
787	0	204
787	1	1527
788	0	1955
788	1	273
789	0	3475
789	1	443
790	0	2518
790	1	3465
791	0	2231
791	1	103
792	0	2217
792	1	201
793	2	1914
794	2	3111
795	2	615
796	0	2629
796	1	688
797	0	1624
797	1	443
798	0	3121
798	1	1626
799	0	3301
799	1	443
800	2	1316
801	2	849
802	0	925
802	1	1412
803	0	477
803	1	624
804	0	2518
804	1	3167
805	2	1113
806	2	613
807	0	1874
807	1	443
808	0	926
808	1	185
809	2	1973
810	0	1408
810	1	2169
811	0	3338
811	1	1039
812	0	3338
812	1	361
813	2	2849
814	0	3460
814	1	2341
815	2	1659
816	0	1485
816	1	3319
817	0	1485
817	1	3167
818	0	3372
818	1	3319
819	0	66
819	1	1829
820	0	1955
820	1	2106
821	0	3411
821	1	2415
822	0	2231
822	1	1801
823	0	2231
823	1	2148
824	0	2231
824	1	1929
825	0	749
825	1	3078
826	2	2254
827	0	3138
827	1	273
828	2	933
829	2	440
830	2	2966
831	2	899
832	2	751
833	0	1160
833	1	185
834	0	3338
834	1	1412
835	2	78
836	2	2617
837	0	2932
837	1	2960
838	0	3303
838	1	1412
839	0	3460
839	1	2355
840	2	403
841	2	1021
842	0	3038
842	1	1450
843	2	968
844	2	2207
845	2	1716
846	2	1963
847	2	80
848	2	3395
849	2	267
850	0	2629
850	1	2204
851	0	1624
851	1	1745
852	2	135
853	0	3460
853	1	3450
854	0	3460
854	1	3420
855	2	895
856	0	2483
856	1	1772
857	2	1642
858	2	1949
859	2	3317
860	2	2096
861	0	1682
861	1	443
862	2	3026
863	2	2756
864	0	2831
864	1	3394
865	0	2243
865	1	1450
866	2	3488
867	0	1854
867	1	3078
868	2	1472
869	2	1165
870	2	2689
871	2	2924
872	0	3132
872	1	1450
873	0	1487
873	1	688
874	0	2236
874	1	2356
875	0	14
875	1	443
876	0	305
876	1	2939
877	2	75
878	0	3121
878	1	76
879	0	3121
879	1	2310
880	2	2848
881	2	324
882	0	3038
882	1	2939
883	2	3355
884	0	1535
884	1	1170
885	0	1535
885	1	3465
886	2	592
887	0	3197
887	1	814
888	0	925
888	1	2939
889	0	549
889	1	2415
890	2	169
891	2	788
892	0	209
892	1	273
893	0	1470
893	1	1660
894	0	240
894	1	1039
895	2	3083
896	2	332
897	2	483
898	0	2231
898	1	2770
899	0	2231
899	1	563
900	0	2074
900	1	1527
901	0	468
901	1	2106
902	2	2300
903	0	1854
903	1	1929
904	2	2009
905	2	3169
906	2	3129
907	2	1277
908	2	3379
909	2	1689
910	0	496
910	1	1450
911	0	2932
911	1	813
912	0	3121
912	1	1111
913	0	3460
913	1	201
914	0	3460
914	1	1053
915	0	986
915	1	1455
916	2	3476
917	2	1969
918	0	3411
918	1	2508
919	0	3411
919	1	1929
920	0	477
920	1	2426
921	0	477
921	1	170
922	0	1470
922	1	2106
923	0	1470
923	1	624
924	0	1470
924	1	1412
925	2	1954
926	0	2231
926	1	201
927	0	3138
927	1	443
928	0	3138
928	1	624
929	2	1344
930	2	178
931	0	2138
931	1	249
932	0	1854
932	1	1455
933	2	2214
934	2	2325
935	2	559
936	2	2440
937	0	884
937	1	103
938	0	1884
938	1	2823
939	0	547
939	1	1901
940	2	2283
941	2	609
942	0	3338
942	1	164
943	2	1958
944	0	2932
944	1	2415
945	0	3121
945	1	10
946	0	1540
946	1	109
947	0	1581
947	1	949
948	0	2483
948	1	943
949	2	2933
950	2	2527
951	2	3031
952	2	3466
953	0	18
953	1	1345
954	0	204
954	1	109
955	0	3411
955	1	1322
956	2	2774
957	2	2410
958	2	768
959	2	540
960	0	1470
960	1	372
961	2	3219
962	0	2231
962	1	2736
963	2	2342
964	0	2677
964	1	443
965	0	468
965	1	624
966	0	1248
966	1	2736
967	2	213
968	2	1918
969	2	3000
970	2	827
971	2	1984
972	2	1436
973	2	1363
974	2	2016
975	0	884
975	1	2355
976	2	923
977	2	1468
978	0	1408
978	1	1112
979	0	1835
979	1	943
980	0	1835
980	1	361
981	0	3018
981	1	3465
982	0	3284
982	1	1621
983	2	2725
984	0	2932
984	1	473
985	0	3121
985	1	1269
986	0	1581
986	1	3450
987	2	1510
988	2	571
989	0	3460
989	1	3113
990	0	3460
990	1	2335
991	0	2501
991	1	1450
992	0	2501
992	1	3078
993	2	1263
994	2	607
995	2	2708
996	0	18
996	1	47
997	0	1535
997	1	624
998	2	3102
999	0	3097
999	1	151
1000	0	3411
1000	1	47
1001	0	3411
1001	1	1626
1002	0	2237
1002	1	47
1003	0	1470
1003	1	3319
1004	0	1470
1004	1	47
1005	2	2612
1006	0	1430
1006	1	443
1007	2	354
1008	2	2284
1009	2	2263
1010	2	79
1011	2	2225
1012	2	3478
1013	0	3132
1013	1	2939
1014	0	3132
1014	1	1929
1015	2	3064
1016	0	884
1016	1	201
1017	0	1884
1017	1	943
1018	0	756
1018	1	109
1019	2	1926
1020	2	2558
1021	0	3460
1021	1	1288
1022	0	2483
1022	1	3078
1023	0	1535
1023	1	3450
1024	2	996
1025	2	2065
1026	0	626
1026	1	2939
1027	0	626
1027	1	943
1028	0	477
1028	1	813
1029	0	1470
1029	1	3455
1030	0	2518
1030	1	2517
1031	0	2231
1031	1	2195
1032	0	2231
1032	1	46
1033	0	1520
1033	1	2465
1034	2	2391
1035	0	657
1035	1	249
1036	0	2074
1036	1	1039
1037	2	2417
1038	0	1638
1038	1	443
1039	2	3350
1040	0	570
1040	1	3394
1041	2	2386
1042	0	462
1042	1	1350
1043	2	1414
1044	0	884
1044	1	2465
1045	0	1884
1045	1	814
1046	2	1119
1047	0	1408
1047	1	329
1048	0	1835
1048	1	249
1049	0	1835
1049	1	273
1050	2	1307
1051	0	1894
1051	1	185
1052	0	978
1052	1	2060
1053	0	3334
1053	1	6
1054	2	3456
1055	2	538
1056	2	1084
1057	2	2322
1058	2	2161
1059	2	1782
1060	0	1485
1060	1	249
1061	2	1952
1062	0	925
1062	1	2307
1063	0	3140
1063	1	3420
1064	0	3140
1064	1	109
1065	0	3140
1065	1	273
1066	0	477
1066	1	1962
1067	0	477
1067	1	1384
1068	2	1388
1069	0	2581
1069	1	1929
1070	0	1578
1070	1	814
1071	2	2317
1072	2	1681
1073	0	2231
1073	1	76
1074	0	1520
1074	1	1801
1075	2	1044
1076	0	390
1076	1	249
1077	2	2497
1078	2	2949
1079	2	71
1080	2	1741
1081	2	806
1082	2	3446
1083	0	570
1083	1	2517
1084	2	875
1085	2	2110
1086	0	547
1086	1	151
1087	0	1536
1087	1	2939
1088	0	1408
1088	1	46
1089	0	1160
1089	1	3078
1090	0	3018
1090	1	109
1091	0	3338
1091	1	2195
1092	0	133
1092	1	1756
1093	2	2637
1094	2	2118
1095	0	3121
1095	1	813
1096	2	2634
1097	0	3460
1097	1	3173
1098	0	1843
1098	1	2148
1099	2	2989
1100	0	3043
1100	1	1450
1101	2	69
1102	2	620
1103	2	2965
1104	2	1287
1105	2	1190
1106	0	626
1106	1	1772
1107	0	2237
1107	1	2782
1108	0	477
1108	1	361
1109	0	878
1109	1	249
1110	0	221
1110	1	109
1111	0	209
1111	1	249
1112	2	1991
1113	2	2238
1114	0	2231
1114	1	268
1115	0	1712
1115	1	2106
1116	0	528
1116	1	1593
1117	0	3138
1117	1	3394
1118	2	1788
1119	2	1162
1120	2	2821
1121	2	2676
1122	0	173
1122	1	249
1123	0	165
1123	1	273
1124	2	1492
1125	0	570
1125	1	2415
1126	0	1487
1126	1	2508
1127	0	1487
1127	1	1412
1128	0	3176
1128	1	361
1129	2	506
1130	0	1884
1130	1	249
1131	0	1884
1131	1	273
1132	2	1174
1133	2	1246
1134	2	545
1135	0	3121
1135	1	1026
1136	0	3460
1136	1	230
1137	0	2483
1137	1	1412
1138	0	2483
1138	1	3167
1139	2	402
1140	2	3363
1141	2	2496
1142	2	1925
1143	2	687
1144	2	2520
1145	2	935
1146	2	1205
1147	0	1535
1147	1	2148
1148	0	1485
1148	1	1170
1149	2	1584
1150	2	686
1151	0	549
1151	1	1756
1152	0	2143
1152	1	273
1153	0	1178
1153	1	1772
1154	0	477
1154	1	3497
1155	0	3223
1155	1	1772
1156	0	1729
1156	1	2477
1157	0	2476
1157	1	624
1158	2	3381
1159	2	2003
1160	0	1470
1160	1	943
1161	2	1386
1162	0	2326
1162	1	1450
1163	2	1617
1164	0	2521
1164	1	273
1165	2	134
1166	2	1644
1167	2	3393
1168	2	900
1169	0	926
1169	1	1929
1170	0	1487
1170	1	1323
1171	2	2598
1172	2	2513
1173	0	1835
1173	1	201
1174	0	2011
1174	1	3394
1175	0	2629
1175	1	2623
1176	0	3338
1176	1	2723
1177	2	2954
1178	0	1624
1178	1	1450
1179	2	3324
1180	0	2932
1180	1	2985
1181	0	2932
1181	1	2432
1182	2	407
1183	2	2697
1184	0	3121
1184	1	329
1185	2	1061
1186	0	3460
1186	1	1137
1187	0	3460
1187	1	1026
1188	0	1373
1188	1	443
1189	0	1132
1189	1	1450
1190	2	2958
1191	2	1067
1192	2	3025
1193	2	2348
1194	0	3097
1194	1	1323
1195	2	1978
1196	0	1955
1196	1	3113
1197	0	549
1197	1	2148
1198	0	549
1198	1	2736
1199	0	477
1199	1	127
1200	2	2810
1201	2	1590
1202	0	1470
1202	1	1026
1203	0	1578
1203	1	1026
1204	0	1578
1204	1	3167
1205	2	2529
1206	0	660
1206	1	443
1207	0	3138
1207	1	2823
1208	0	3109
1208	1	3465
1209	0	468
1209	1	548
1210	0	2294
1210	1	1901
1211	2	1118
1212	2	3302
1213	0	1638
1213	1	3319
1214	0	570
1214	1	2356
1215	2	3189
1216	2	2720
1217	2	1649
1218	2	3258
1219	0	3132
1219	1	2675
1220	0	3132
1220	1	47
1221	0	3467
1221	1	443
1222	2	1640
1223	2	376
1224	0	547
1224	1	1412
1225	0	1536
1225	1	109
1226	2	1799
1227	0	3338
1227	1	963
1228	2	2304
1229	0	1304
1229	1	273
1230	0	200
1230	1	2477
1231	0	2932
1231	1	1962
1232	0	1540
1232	1	2508
1233	0	3460
1233	1	2024
1234	0	3460
1234	1	2316
1235	2	3135
1236	2	586
1237	0	2483
1237	1	1929
1238	0	2483
1238	1	2477
1239	2	1433
1240	2	854
1241	2	2441
1242	0	2951
1242	1	2517
1243	0	2951
1243	1	201
1244	0	18
1244	1	3319
1245	0	1535
1245	1	1053
1246	0	1535
1246	1	2508
1247	0	1485
1247	1	548
1248	2	2031
1249	2	2363
1250	2	522
1251	0	3140
1251	1	1384
1252	0	477
1252	1	1521
1253	0	477
1253	1	1288
1254	2	266
1255	0	188
1255	1	3078
1256	0	188
1256	1	361
1257	0	2518
1257	1	1111
1258	2	3198
1259	0	2231
1259	1	712
1260	0	2231
1260	1	963
1261	0	2231
1261	1	636
1262	0	1099
1262	1	443
1263	2	1393
1264	2	485
1265	2	836
1266	0	1657
1266	1	2939
1267	0	2521
1267	1	2477
1268	2	2709
1269	0	570
1269	1	1901
1270	2	1639
1271	0	1874
1271	1	273
1272	2	1208
1273	2	2017
1274	2	1213
1275	2	299
1276	2	1068
1277	0	547
1277	1	1350
1278	2	2732
1279	0	1536
1279	1	2517
1280	0	1536
1280	1	185
1281	0	1408
1281	1	1952
1282	2	3347
1283	0	2629
1283	1	814
1284	0	2629
1284	1	3477
1285	2	2389
1286	0	3284
1286	1	3394
1287	0	1304
1287	1	943
1288	0	3334
1288	1	1929
1289	0	2932
1289	1	2288
1290	2	3079
1291	2	1311
1292	0	3121
1292	1	712
1293	0	3121
1293	1	58
1294	0	2420
1294	1	814
1295	0	3460
1295	1	1407
1296	0	2727
1296	1	2477
1297	2	3068
1298	2	1770
1299	0	2483
1299	1	273
1300	2	478
1301	2	2293
1302	2	189
1303	2	3404
1304	2	853
